DATE,COUNTRY,PRODUCT,SALES
22-02-2023,INDIA,PHONE,230
22-02-2023,GERMANY,TAB,576
22-02-2023,INDIA,SPEAKERS,730
22-02-2023,UK,SPEAKERS,655
23-02-2023,GERMANY,PHONE,770
23-02-2023,UK,TV,10
24-02-2023,GERMANY,PHONE,148
24-02-2023,US,TV,162
24-02-2023,UK,PHONE,896
24-02-2023,INDIA,TV,583
24-02-2023,INDIA,IPHONE,175
25-02-2023,UK,IPHONE,452
25-02-2023,US,IPHONE,587
25-02-2023,INDIA,SPEAKERS,108
26-02-2023,UK,TV,982
26-02-2023,US,PHONE,602
26-02-2023,UK,PHONE,464
27-02-2023,GERMANY,IPHONE,245
28-02-2023,US,PHONE,63
28-02-2023,INDIA,PHONE,12
28-02-2023,UK,IPHONE,83
28-02-2023,GERMANY,IPHONE,915
28-02-2023,GERMANY,IPHONE,103
28-02-2023,US,IPHONE,805
28-02-2023,GERMANY,IPHONE,996
28-02-2023,UK,PHONE,367
01-03-2023,UK,SPEAKERS,467
01-03-2023,GERMANY,SPEAKERS,654
01-03-2023,UK,PHONE,787
02-03-2023,GERMANY,SPEAKERS,8
02-03-2023,INDIA,PHONE,267
03-03-2023,US,TV,172
03-03-2023,GERMANY,TAB,748
03-03-2023,GERMANY,PHONE,343
04-03-2023,INDIA,TV,827
04-03-2023,INDIA,PHONE,485
05-03-2023,US,TV,574
05-03-2023,INDIA,PHONE,925
05-03-2023,US,TAB,280
06-03-2023,UK,IPHONE,125
06-03-2023,GERMANY,TAB,884
06-03-2023,INDIA,TV,246
06-03-2023,INDIA,TAB,230
07-03-2023,US,PHONE,823
07-03-2023,INDIA,IPHONE,223
07-03-2023,INDIA,IPHONE,343
07-03-2023,US,TAB,850
07-03-2023,UK,TV,938
07-03-2023,US,PHONE,516
07-03-2023,UK,TAB,969
08-03-2023,GERMANY,TV,992
08-03-2023,GERMANY,IPHONE,53
08-03-2023,GERMANY,TAB,573
09-03-2023,UK,TAB,167
10-03-2023,UK,SPEAKERS,641
10-03-2023,US,TV,837
11-03-2023,INDIA,IPHONE,364
11-03-2023,UK,SPEAKERS,55
11-03-2023,INDIA,TAB,490
11-03-2023,UK,TV,924
12-03-2023,US,TAB,850
12-03-2023,US,TV,1748
12-03-2023,US,IPHONE,286
12-03-2023,UK,SPEAKERS,303
12-03-2023,UK,PHONE,773
13-03-2023,INDIA,IPHONE,952
13-03-2023,UK,TAB,260
13-03-2023,GERMANY,TAB,514
14-03-2023,UK,IPHONE,602
15-03-2023,INDIA,TV,81
15-03-2023,UK,PHONE,941
15-03-2023,US,SPEAKERS,491
15-03-2023,INDIA,TV,135
16-03-2023,INDIA,TV,391
16-03-2023,US,SPEAKERS,540
18-03-2023,GERMANY,IPHONE,459
18-03-2023,US,PHONE,169
18-03-2023,UK,TV,492
18-03-2023,INDIA,IPHONE,799
19-03-2023,GERMANY,TV,385
19-03-2023,GERMANY,SPEAKERS,269
19-03-2023,US,PHONE,898
19-03-2023,US,SPEAKERS,315
20-03-2023,US,TV,838
20-03-2023,UK,TAB,493
21-03-2023,INDIA,PHONE,426
21-03-2023,INDIA,IPHONE,486
21-03-2023,UK,IPHONE,199
23-03-2023,INDIA,SPEAKERS,228
23-03-2023,US,PHONE,918
23-03-2023,US,IPHONE,632
23-03-2023,INDIA,PHONE,887
24-03-2023,GERMANY,TAB,877
24-03-2023,US,PHONE,725
24-03-2023,GERMANY,PHONE,667
25-03-2023,GERMANY,TV,8
25-03-2023,US,SPEAKERS,509
25-03-2023,UK,SPEAKERS,713
25-03-2023,UK,IPHONE,490
26-03-2023,UK,TAB,840
26-03-2023,INDIA,TAB,903
26-03-2023,INDIA,IPHONE,684
26-03-2023,US,TV,210
27-03-2023,GERMANY,TV,19
27-03-2023,UK,SPEAKERS,658
28-03-2023,UK,IPHONE,376
28-03-2023,GERMANY,PHONE,962
28-03-2023,US,PHONE,40
28-03-2023,UK,SPEAKERS,79
28-03-2023,INDIA,TAB,491
29-03-2023,GERMANY,PHONE,303
29-03-2023,US,TAB,592
30-03-2023,INDIA,PHONE,47
30-03-2023,GERMANY,PHONE,423
30-03-2023,US,TAB,282
30-03-2023,UK,SPEAKERS,837
30-03-2023,UK,IPHONE,1239
31-03-2023,INDIA,IPHONE,407
31-03-2023,GERMANY,TV,333
02-04-2023,INDIA,IPHONE,766
02-04-2023,INDIA,PHONE,297
02-04-2023,GERMANY,IPHONE,972
02-04-2023,GERMANY,TV,604
02-04-2023,GERMANY,SPEAKERS,503
02-04-2023,UK,TAB,555
02-04-2023,INDIA,PHONE,651
02-04-2023,UK,SPEAKERS,406
03-04-2023,US,PHONE,521
04-04-2023,INDIA,TAB,144
04-04-2023,INDIA,IPHONE,969
05-04-2023,GERMANY,IPHONE,405
06-04-2023,UK,TV,853
06-04-2023,GERMANY,SPEAKERS,964
06-04-2023,INDIA,PHONE,394
06-04-2023,US,PHONE,647
07-04-2023,GERMANY,TAB,654
08-04-2023,GERMANY,SPEAKERS,122
08-04-2023,UK,IPHONE,779
09-04-2023,UK,PHONE,804
10-04-2023,UK,PHONE,748
10-04-2023,UK,TV,433
10-04-2023,INDIA,SPEAKERS,312
11-04-2023,UK,TV,964
11-04-2023,US,SPEAKERS,418
11-04-2023,INDIA,SPEAKERS,187
12-04-2023,GERMANY,TAB,789
12-04-2023,UK,IPHONE,741
12-04-2023,UK,TV,707
13-04-2023,INDIA,TV,247
13-04-2023,UK,SPEAKERS,920
13-04-2023,GERMANY,IPHONE,36
13-04-2023,INDIA,PHONE,242
14-04-2023,INDIA,IPHONE,726
14-04-2023,US,SPEAKERS,820
14-04-2023,GERMANY,PHONE,47
15-04-2023,GERMANY,TV,831
15-04-2023,INDIA,TV,314
15-04-2023,GERMANY,TAB,269
15-04-2023,INDIA,TAB,127
15-04-2023,UK,SPEAKERS,287
16-04-2023,GERMANY,TV,163
16-04-2023,INDIA,TAB,383
16-04-2023,UK,TAB,402
17-04-2023,GERMANY,TAB,946
17-04-2023,US,SPEAKERS,551
17-04-2023,UK,SPEAKERS,673
18-04-2023,INDIA,PHONE,728
18-04-2023,GERMANY,PHONE,306
19-04-2023,INDIA,TV,536
19-04-2023,UK,TAB,501
19-04-2023,US,TAB,434
19-04-2023,INDIA,PHONE,470
19-04-2023,UK,TAB,125
20-04-2023,US,IPHONE,592
20-04-2023,GERMANY,TV,103
20-04-2023,GERMANY,TAB,619
20-04-2023,UK,PHONE,862
21-04-2023,US,IPHONE,942
21-04-2023,INDIA,SPEAKERS,706
23-04-2023,UK,PHONE,922
23-04-2023,US,TV,451
24-04-2023,US,SPEAKERS,764
24-04-2023,INDIA,TAB,653
24-04-2023,INDIA,TV,811
25-04-2023,GERMANY,SPEAKERS,448
25-04-2023,US,SPEAKERS,503
25-04-2023,UK,SPEAKERS,710
25-04-2023,US,PHONE,838
25-04-2023,US,TAB,535
26-04-2023,INDIA,SPEAKERS,87
26-04-2023,GERMANY,PHONE,250
26-04-2023,INDIA,TV,9
27-04-2023,INDIA,IPHONE,145
28-04-2023,UK,SPEAKERS,469
28-04-2023,UK,IPHONE,145
28-04-2023,GERMANY,IPHONE,533
28-04-2023,GERMANY,TAB,754
29-04-2023,GERMANY,TV,804
29-04-2023,INDIA,PHONE,698
29-04-2023,INDIA,IPHONE,573
30-04-2023,US,PHONE,279
30-04-2023,INDIA,SPEAKERS,877
01-05-2023,INDIA,PHONE,437
01-05-2023,US,PHONE,813
01-05-2023,UK,PHONE,551
01-05-2023,INDIA,TV,871
02-05-2023,INDIA,TAB,915
02-05-2023,US,SPEAKERS,537
02-05-2023,US,IPHONE,71
03-05-2023,INDIA,TAB,963
03-05-2023,UK,SPEAKERS,978
04-05-2023,GERMANY,PHONE,146
04-05-2023,UK,PHONE,621
05-05-2023,UK,PHONE,429
05-05-2023,UK,TV,25
05-05-2023,UK,IPHONE,865
05-05-2023,INDIA,TAB,398
05-05-2023,US,IPHONE,86
05-05-2023,UK,SPEAKERS,619
05-05-2023,GERMANY,TV,702
06-05-2023,UK,SPEAKERS,79
06-05-2023,UK,TAB,83
06-05-2023,GERMANY,TAB,926
06-05-2023,GERMANY,SPEAKERS,486
06-05-2023,GERMANY,IPHONE,233
06-05-2023,GERMANY,SPEAKERS,633
06-05-2023,GERMANY,PHONE,304
07-05-2023,GERMANY,PHONE,192
07-05-2023,UK,PHONE,997
07-05-2023,US,PHONE,517
08-05-2023,GERMANY,TV,810
08-05-2023,GERMANY,TV,886
08-05-2023,INDIA,TV,835
09-05-2023,INDIA,IPHONE,844
09-05-2023,INDIA,TAB,325
10-05-2023,UK,TAB,513
10-05-2023,GERMANY,IPHONE,565
10-05-2023,GERMANY,SPEAKERS,830
11-05-2023,UK,PHONE,314
11-05-2023,US,TAB,848
12-05-2023,UK,TV,216
12-05-2023,INDIA,TV,665
12-05-2023,INDIA,SPEAKERS,627
13-05-2023,US,PHONE,996
14-05-2023,GERMANY,IPHONE,71
14-05-2023,GERMANY,PHONE,161
14-05-2023,INDIA,TAB,456
15-05-2023,UK,SPEAKERS,468
15-05-2023,US,PHONE,542
16-05-2023,US,TAB,627
16-05-2023,INDIA,TAB,892
16-05-2023,UK,SPEAKERS,865
17-05-2023,US,IPHONE,137
17-05-2023,INDIA,TAB,863
18-05-2023,INDIA,TAB,381
19-05-2023,GERMANY,PHONE,697
19-05-2023,INDIA,SPEAKERS,766
20-05-2023,GERMANY,PHONE,287
20-05-2023,INDIA,TV,856
21-05-2023,UK,IPHONE,380
21-05-2023,US,PHONE,969
21-05-2023,UK,TAB,587
21-05-2023,US,IPHONE,565
22-05-2023,US,PHONE,707
22-05-2023,US,TV,611
23-05-2023,INDIA,SPEAKERS,224
23-05-2023,GERMANY,SPEAKERS,98
23-05-2023,GERMANY,TV,181
24-05-2023,US,TV,818
24-05-2023,UK,TAB,404
24-05-2023,UK,IPHONE,147
24-05-2023,INDIA,PHONE,583
24-05-2023,GERMANY,PHONE,42
25-05-2023,INDIA,SPEAKERS,668
25-05-2023,GERMANY,SPEAKERS,907
25-05-2023,GERMANY,IPHONE,92
25-05-2023,UK,TAB,798
26-05-2023,GERMANY,SPEAKERS,816
26-05-2023,GERMANY,SPEAKERS,549
26-05-2023,GERMANY,TV,560
27-05-2023,UK,TAB,111
27-05-2023,INDIA,TAB,684
27-05-2023,GERMANY,IPHONE,171
27-05-2023,UK,SPEAKERS,873
28-05-2023,US,PHONE,15
29-05-2023,UK,IPHONE,399
29-05-2023,US,IPHONE,582
29-05-2023,UK,IPHONE,707
29-05-2023,US,SPEAKERS,627
30-05-2023,GERMANY,SPEAKERS,722
30-05-2023,INDIA,TV,119
30-05-2023,INDIA,TV,951
30-05-2023,US,TV,349
31-05-2023,GERMANY,IPHONE,529
31-05-2023,US,SPEAKERS,410
31-05-2023,UK,PHONE,113
31-05-2023,US,SPEAKERS,274
01-06-2023,UK,IPHONE,586
02-06-2023,GERMANY,IPHONE,129
02-06-2023,GERMANY,PHONE,361
02-06-2023,INDIA,SPEAKERS,535
02-06-2023,UK,TV,406
02-06-2023,US,TAB,717
02-06-2023,US,SPEAKERS,213
03-06-2023,UK,TAB,893
03-06-2023,UK,TV,160
03-06-2023,UK,IPHONE,71
03-06-2023,GERMANY,TV,86
03-06-2023,INDIA,SPEAKERS,995
04-06-2023,UK,TV,620
04-06-2023,GERMANY,TV,244
04-06-2023,GERMANY,TAB,613
05-06-2023,UK,PHONE,849
05-06-2023,US,SPEAKERS,118
05-06-2023,UK,IPHONE,3
05-06-2023,INDIA,PHONE,394
05-06-2023,UK,TAB,742
06-06-2023,GERMANY,TV,549
06-06-2023,US,TAB,78
07-06-2023,GERMANY,SPEAKERS,491
07-06-2023,US,TV,149
07-06-2023,UK,TV,474
08-06-2023,US,IPHONE,373
08-06-2023,GERMANY,TV,206
08-06-2023,US,PHONE,162
08-06-2023,GERMANY,SPEAKERS,822
08-06-2023,US,IPHONE,680
08-06-2023,GERMANY,SPEAKERS,988
09-06-2023,GERMANY,TV,291
09-06-2023,GERMANY,SPEAKERS,949
09-06-2023,INDIA,SPEAKERS,4
10-06-2023,US,TV,363
10-06-2023,GERMANY,TV,736
10-06-2023,GERMANY,TAB,667
10-06-2023,UK,SPEAKERS,221
11-06-2023,US,IPHONE,488
12-06-2023,US,TAB,889
12-06-2023,US,TAB,404
12-06-2023,UK,TAB,920
13-06-2023,GERMANY,PHONE,537
13-06-2023,INDIA,IPHONE,295
13-06-2023,UK,SPEAKERS,543
13-06-2023,UK,TV,5
14-06-2023,INDIA,IPHONE,600
14-06-2023,US,TAB,377
14-06-2023,US,TV,465
15-06-2023,UK,IPHONE,493
15-06-2023,UK,IPHONE,673
15-06-2023,INDIA,SPEAKERS,442
16-06-2023,UK,TAB,814
16-06-2023,UK,TAB,429
16-06-2023,INDIA,PHONE,950
16-06-2023,GERMANY,PHONE,502
16-06-2023,UK,IPHONE,366
16-06-2023,INDIA,TAB,899
17-06-2023,INDIA,TAB,711
17-06-2023,GERMANY,TAB,2257
18-06-2023,INDIA,TAB,540
18-06-2023,INDIA,TAB,834
18-06-2023,INDIA,TV,518
18-06-2023,US,PHONE,180
18-06-2023,INDIA,SPEAKERS,394
19-06-2023,UK,TV,573
19-06-2023,INDIA,TAB,820
19-06-2023,INDIA,TAB,515
20-06-2023,GERMANY,PHONE,836
20-06-2023,INDIA,IPHONE,292
21-06-2023,US,PHONE,275
21-06-2023,GERMANY,IPHONE,635
22-06-2023,US,IPHONE,462
23-06-2023,UK,IPHONE,873
23-06-2023,INDIA,TAB,307
24-06-2023,GERMANY,TV,296
24-06-2023,UK,TAB,549
24-06-2023,US,TAB,635
25-06-2023,GERMANY,TV,148
25-06-2023,US,TAB,206
25-06-2023,US,SPEAKERS,286
25-06-2023,US,SPEAKERS,508
26-06-2023,UK,IPHONE,364
26-06-2023,UK,IPHONE,1239
26-06-2023,US,IPHONE,707
26-06-2023,GERMANY,PHONE,787
27-06-2023,GERMANY,TAB,621
28-06-2023,INDIA,SPEAKERS,923
28-06-2023,GERMANY,TV,48
29-06-2023,INDIA,TAB,686
29-06-2023,INDIA,SPEAKERS,408
29-06-2023,INDIA,TV,954
29-06-2023,UK,PHONE,627
30-06-2023,GERMANY,PHONE,512
30-06-2023,GERMANY,SPEAKERS,648
01-07-2023,GERMANY,SPEAKERS,593
02-07-2023,INDIA,PHONE,105
02-07-2023,UK,SPEAKERS,977
03-07-2023,GERMANY,PHONE,809
03-07-2023,GERMANY,IPHONE,114
04-07-2023,GERMANY,IPHONE,882
04-07-2023,GERMANY,TV,178
04-07-2023,UK,SPEAKERS,81
05-07-2023,US,IPHONE,879
05-07-2023,GERMANY,IPHONE,653
05-07-2023,US,PHONE,526
05-07-2023,GERMANY,IPHONE,309
05-07-2023,GERMANY,PHONE,810
06-07-2023,UK,PHONE,372
06-07-2023,UK,PHONE,761
06-07-2023,GERMANY,TAB,242
07-07-2023,UK,SPEAKERS,700
07-07-2023,INDIA,SPEAKERS,346
07-07-2023,US,TV,1748
07-07-2023,UK,SPEAKERS,756
08-07-2023,US,IPHONE,997
08-07-2023,INDIA,PHONE,336
08-07-2023,US,PHONE,257
08-07-2023,GERMANY,PHONE,227
08-07-2023,INDIA,SPEAKERS,119
08-07-2023,US,TV,997
08-07-2023,UK,TV,596
08-07-2023,GERMANY,TAB,144
09-07-2023,US,TV,496
09-07-2023,US,PHONE,343
09-07-2023,INDIA,TAB,942
10-07-2023,US,PHONE,169
10-07-2023,US,TV,552
10-07-2023,UK,TAB,510
11-07-2023,INDIA,SPEAKERS,629
12-07-2023,INDIA,TV,279
12-07-2023,INDIA,TAB,347
12-07-2023,UK,PHONE,572
12-07-2023,UK,PHONE,534
12-07-2023,UK,IPHONE,387
12-07-2023,US,TV,181
13-07-2023,GERMANY,TV,667
14-07-2023,US,TAB,507
14-07-2023,INDIA,SPEAKERS,31
15-07-2023,INDIA,TV,522
15-07-2023,US,SPEAKERS,914
15-07-2023,US,PHONE,947
16-07-2023,GERMANY,TAB,345
16-07-2023,US,SPEAKERS,693
17-07-2023,US,IPHONE,703
18-07-2023,GERMANY,IPHONE,508
18-07-2023,INDIA,IPHONE,699
18-07-2023,UK,IPHONE,275
18-07-2023,US,IPHONE,15
18-07-2023,UK,SPEAKERS,200
18-07-2023,UK,TV,587
19-07-2023,UK,PHONE,730
19-07-2023,US,SPEAKERS,570
20-07-2023,UK,SPEAKERS,820
20-07-2023,UK,TV,176
21-07-2023,UK,TV,448
21-07-2023,US,SPEAKERS,587
21-07-2023,US,PHONE,178
22-07-2023,GERMANY,PHONE,224
22-07-2023,INDIA,IPHONE,673
22-07-2023,US,TAB,430
22-07-2023,GERMANY,TAB,818
22-07-2023,US,SPEAKERS,761
23-07-2023,GERMANY,PHONE,179
23-07-2023,US,SPEAKERS,558
23-07-2023,INDIA,TAB,178
24-07-2023,INDIA,TAB,658
24-07-2023,GERMANY,SPEAKERS,982
24-07-2023,INDIA,IPHONE,339
25-07-2023,UK,SPEAKERS,659
25-07-2023,INDIA,IPHONE,218
26-07-2023,GERMANY,TV,883
26-07-2023,US,TAB,637
27-07-2023,GERMANY,SPEAKERS,353
27-07-2023,US,IPHONE,842
27-07-2023,US,SPEAKERS,15
27-07-2023,GERMANY,TV,774
27-07-2023,INDIA,TAB,601
27-07-2023,UK,IPHONE,4
27-07-2023,UK,IPHONE,694
28-07-2023,INDIA,IPHONE,474
28-07-2023,GERMANY,SPEAKERS,610
28-07-2023,UK,IPHONE,695
28-07-2023,UK,TV,603
28-07-2023,GERMANY,PHONE,114
29-07-2023,GERMANY,SPEAKERS,179
29-07-2023,US,IPHONE,711
29-07-2023,GERMANY,IPHONE,260
30-07-2023,INDIA,TAB,682
30-07-2023,US,TV,146
31-07-2023,US,TV,345
31-07-2023,GERMANY,IPHONE,137
31-07-2023,INDIA,IPHONE,49
31-07-2023,UK,IPHONE,379
31-07-2023,UK,TV,559
31-07-2023,INDIA,TV,967
01-08-2023,US,TV,482
01-08-2023,US,TV,586
01-08-2023,US,SPEAKERS,93
02-08-2023,INDIA,TV,859
02-08-2023,INDIA,IPHONE,10
03-08-2023,UK,TV,611
03-08-2023,GERMANY,TAB,558
03-08-2023,INDIA,TAB,796
04-08-2023,US,TAB,462
04-08-2023,UK,TV,31
05-08-2023,UK,TAB,391
06-08-2023,UK,SPEAKERS,240
06-08-2023,US,TAB,421
06-08-2023,US,TV,180
07-08-2023,INDIA,SPEAKERS,517
08-08-2023,UK,PHONE,772
08-08-2023,INDIA,TV,469
09-08-2023,GERMANY,TV,864
09-08-2023,US,TV,652
09-08-2023,INDIA,IPHONE,298
10-08-2023,UK,SPEAKERS,985
10-08-2023,INDIA,TAB,632
10-08-2023,US,TAB,913
10-08-2023,UK,PHONE,304
11-08-2023,GERMANY,TV,989
11-08-2023,UK,TAB,947
12-08-2023,US,TAB,758
12-08-2023,US,SPEAKERS,455
13-08-2023,INDIA,PHONE,34
13-08-2023,US,TAB,832
13-08-2023,GERMANY,PHONE,225
14-08-2023,GERMANY,IPHONE,951
15-08-2023,INDIA,TV,351
15-08-2023,US,TV,834
15-08-2023,UK,SPEAKERS,849
15-08-2023,GERMANY,TV,717
17-08-2023,GERMANY,TAB,630
18-08-2023,US,PHONE,492
18-08-2023,UK,TAB,699
19-08-2023,INDIA,IPHONE,442
19-08-2023,UK,TV,282
20-08-2023,UK,SPEAKERS,760
20-08-2023,UK,IPHONE,679
20-08-2023,GERMANY,TAB,239
20-08-2023,INDIA,TAB,394
20-08-2023,INDIA,TV,32
21-08-2023,INDIA,PHONE,250
21-08-2023,UK,TAB,684
21-08-2023,INDIA,SPEAKERS,73
22-08-2023,INDIA,PHONE,747
22-08-2023,US,TAB,505
23-08-2023,US,SPEAKERS,111
23-08-2023,US,TV,440
23-08-2023,GERMANY,TV,279
24-08-2023,US,TV,334
25-08-2023,INDIA,IPHONE,163
26-08-2023,US,TV,982
26-08-2023,GERMANY,TV,847
26-08-2023,UK,TV,908
27-08-2023,US,TV,294
27-08-2023,US,PHONE,752
27-08-2023,UK,TV,880
27-08-2023,UK,SPEAKERS,637
28-08-2023,GERMANY,PHONE,560
28-08-2023,US,PHONE,554
29-08-2023,GERMANY,SPEAKERS,225
29-08-2023,UK,PHONE,217
29-08-2023,US,SPEAKERS,303
30-08-2023,INDIA,TV,173
30-08-2023,UK,TAB,842
31-08-2023,UK,TAB,796
31-08-2023,INDIA,SPEAKERS,422
31-08-2023,GERMANY,PHONE,394
01-09-2023,GERMANY,IPHONE,845
01-09-2023,GERMANY,SPEAKERS,515
01-09-2023,GERMANY,TV,199
01-09-2023,INDIA,IPHONE,433
02-09-2023,GERMANY,TV,9
02-09-2023,UK,PHONE,46
02-09-2023,US,TAB,318
02-09-2023,US,IPHONE,850
02-09-2023,GERMANY,TAB,687
02-09-2023,US,SPEAKERS,100
03-09-2023,US,IPHONE,443
03-09-2023,UK,TV,30
04-09-2023,INDIA,IPHONE,150
05-09-2023,INDIA,TV,288
05-09-2023,US,SPEAKERS,515
05-09-2023,GERMANY,SPEAKERS,804
05-09-2023,GERMANY,TAB,97
05-09-2023,US,TV,410
05-09-2023,US,PHONE,175
06-09-2023,GERMANY,IPHONE,809
07-09-2023,UK,IPHONE,782
07-09-2023,INDIA,SPEAKERS,734
08-09-2023,US,TAB,483
08-09-2023,GERMANY,SPEAKERS,735
09-09-2023,UK,TAB,357
09-09-2023,INDIA,PHONE,191
09-09-2023,GERMANY,IPHONE,215
09-09-2023,INDIA,IPHONE,924
10-09-2023,GERMANY,PHONE,228
10-09-2023,GERMANY,PHONE,282
10-09-2023,UK,TV,815
10-09-2023,GERMANY,TV,426
11-09-2023,US,TV,426
11-09-2023,GERMANY,IPHONE,159
11-09-2023,GERMANY,PHONE,250
13-09-2023,INDIA,PHONE,818
13-09-2023,GERMANY,PHONE,304
14-09-2023,INDIA,SPEAKERS,636
16-09-2023,INDIA,IPHONE,17
16-09-2023,GERMANY,PHONE,663
16-09-2023,UK,TV,590
18-09-2023,GERMANY,IPHONE,310
18-09-2023,GERMANY,SPEAKERS,706
18-09-2023,US,SPEAKERS,442
19-09-2023,GERMANY,IPHONE,555
20-09-2023,GERMANY,TAB,822
