DATE,COUNTRY,PRODUCT,SALES
12-02-2022,GERMANY,IPHONE,555
12-02-2022,US,IPHONE,286
13-02-2022,UK,PHONE,896
13-02-2022,UK,TV,815
13-02-2022,GERMANY,TAB,818
13-02-2022,INDIA,TV,246
14-02-2022,US,TAB,627
15-02-2022,GERMANY,TAB,630
15-02-2022,GERMANY,PHONE,304
16-02-2022,GERMANY,TAB,269
16-02-2022,INDIA,PHONE,132
16-02-2022,US,SPEAKERS,442
16-02-2022,US,PHONE,53
17-02-2022,GERMANY,SPEAKERS,448
17-02-2022,INDIA,IPHONE,292
18-02-2022,GERMANY,SPEAKERS,269
19-02-2022,GERMANY,IPHONE,129
19-02-2022,UK,IPHONE,399
19-02-2022,INDIA,IPHONE,848
19-02-2022,UK,TAB,495
20-02-2022,UK,PHONE,763
20-02-2022,GERMANY,TV,29
20-02-2022,UK,SPEAKERS,985
21-02-2022,US,SPEAKERS,761
22-02-2022,UK,TV,964
22-02-2022,GERMANY,PHONE,303
22-02-2022,GERMANY,PHONE,161
22-02-2022,GERMANY,IPHONE,981
22-02-2022,UK,IPHONE,145
23-02-2022,UK,PHONE,941
23-02-2022,UK,TV,982
23-02-2022,INDIA,IPHONE,343
24-02-2022,INDIA,TAB,981
24-02-2022,GERMANY,SPEAKERS,669
25-02-2022,GERMANY,TAB,514
25-02-2022,US,IPHONE,847
25-02-2022,UK,TV,590
25-02-2022,UK,TV,146
25-02-2022,GERMANY,PHONE,394
26-02-2022,UK,TV,552
26-02-2022,UK,SPEAKERS,81
27-02-2022,US,SPEAKERS,764
27-02-2022,INDIA,TAB,325
27-02-2022,UK,TV,5
28-02-2022,GERMANY,PHONE,697
28-02-2022,INDIA,TV,868
28-02-2022,GERMANY,SPEAKERS,7
01-03-2022,GERMANY,PHONE,148
01-03-2022,UK,SPEAKERS,641
01-03-2022,US,SPEAKERS,914
01-03-2022,US,TAB,535
02-03-2022,GERMANY,IPHONE,36
03-03-2022,GERMANY,TV,549
03-03-2022,INDIA,PHONE,887
03-03-2022,US,PHONE,343
04-03-2022,US,TV,611
04-03-2022,GERMANY,TAB,754
05-03-2022,US,TAB,377
05-03-2022,INDIA,SPEAKERS,880
06-03-2022,GERMANY,TV,954
06-03-2022,UK,PHONE,46
06-03-2022,INDIA,SPEAKERS,43
06-03-2022,INDIA,PHONE,394
06-03-2022,INDIA,TV,8
07-03-2022,UK,TAB,301
07-03-2022,UK,IPHONE,673
07-03-2022,UK,TAB,796
07-03-2022,US,TAB,592
07-03-2022,GERMANY,PHONE,114
07-03-2022,US,SPEAKERS,508
08-03-2022,US,PHONE,516
08-03-2022,US,IPHONE,707
08-03-2022,US,SPEAKERS,286
09-03-2022,UK,PHONE,804
09-03-2022,UK,SPEAKERS,760
09-03-2022,GERMANY,IPHONE,951
11-03-2022,US,IPHONE,373
12-03-2022,INDIA,TAB,682
12-03-2022,INDIA,TV,173
13-03-2022,UK,IPHONE,873
13-03-2022,US,SPEAKERS,418
13-03-2022,US,PHONE,554
14-03-2022,INDIA,TAB,221
15-03-2022,US,TV,559
15-03-2022,INDIA,TAB,678
15-03-2022,UK,IPHONE,240
16-03-2022,GERMANY,SPEAKERS,491
16-03-2022,INDIA,TAB,653
16-03-2022,UK,TAB,684
17-03-2022,INDIA,PHONE,744
17-03-2022,GERMANY,SPEAKERS,331
17-03-2022,INDIA,TV,583
18-03-2022,US,IPHONE,86
18-03-2022,GERMANY,TAB,576
18-03-2022,GERMANY,SPEAKERS,816
18-03-2022,GERMANY,TAB,844
18-03-2022,INDIA,IPHONE,150
19-03-2022,GERMANY,SPEAKERS,98
19-03-2022,UK,IPHONE,207
20-03-2022,GERMANY,TAB,524
20-03-2022,UK,TAB,549
20-03-2022,INDIA,TV,119
20-03-2022,US,TV,58
21-03-2022,INDIA,TAB,983
21-03-2022,UK,TAB,969
22-03-2022,GERMANY,PHONE,770
22-03-2022,INDIA,TV,89
22-03-2022,UK,SPEAKERS,221
23-03-2022,INDIA,SPEAKERS,87
23-03-2022,GERMANY,IPHONE,158
23-03-2022,INDIA,TV,961
23-03-2022,UK,PHONE,862
23-03-2022,INDIA,SPEAKERS,734
24-03-2022,GERMANY,TAB,247
24-03-2022,UK,IPHONE,679
24-03-2022,US,IPHONE,805
24-03-2022,INDIA,PHONE,394
24-03-2022,US,SPEAKERS,100
25-03-2022,US,TV,982
25-03-2022,US,IPHONE,477
25-03-2022,UK,SPEAKERS,713
27-03-2022,US,IPHONE,942
27-03-2022,GERMANY,TV,19
28-03-2022,INDIA,IPHONE,726
28-03-2022,INDIA,TV,954
29-03-2022,US,TAB,889
29-03-2022,INDIA,SPEAKERS,422
29-03-2022,INDIA,PHONE,242
29-03-2022,INDIA,IPHONE,433
30-03-2022,GERMANY,TV,385
30-03-2022,INDIA,TV,314
30-03-2022,UK,IPHONE,493
30-03-2022,US,TAB,890
30-03-2022,UK,PHONE,773
31-03-2022,GERMANY,PHONE,306
31-03-2022,US,SPEAKERS,820
31-03-2022,GERMANY,SPEAKERS,841
01-04-2022,GERMANY,SPEAKERS,122
01-04-2022,UK,PHONE,787
03-04-2022,INDIA,TAB,490
03-04-2022,UK,TAB,742
03-04-2022,GERMANY,SPEAKERS,988
04-04-2022,UK,SPEAKERS,240
06-04-2022,UK,PHONE,730
06-04-2022,INDIA,TAB,706
06-04-2022,UK,TV,240
06-04-2022,INDIA,IPHONE,224
06-04-2022,INDIA,SPEAKERS,730
06-04-2022,US,IPHONE,504
07-04-2022,UK,PHONE,429
07-04-2022,US,SPEAKERS,455
08-04-2022,GERMANY,TV,137
08-04-2022,GERMANY,TV,407
08-04-2022,INDIA,PHONE,634
08-04-2022,GERMANY,IPHONE,239
08-04-2022,GERMANY,IPHONE,980
08-04-2022,INDIA,TAB,456
09-04-2022,GERMANY,PHONE,192
09-04-2022,US,IPHONE,905
10-04-2022,US,TV,834
11-04-2022,INDIA,SPEAKERS,923
11-04-2022,US,TV,440
11-04-2022,UK,TV,924
12-04-2022,GERMANY,SPEAKERS,525
12-04-2022,US,TAB,711
12-04-2022,GERMANY,PHONE,667
14-04-2022,US,PHONE,279
14-04-2022,US,PHONE,996
15-04-2022,US,SPEAKERS,478
15-04-2022,UK,TAB,525
15-04-2022,INDIA,IPHONE,339
16-04-2022,GERMANY,PHONE,551
17-04-2022,GERMANY,TAB,975
17-04-2022,GERMANY,PHONE,663
18-04-2022,UK,TAB,616
18-04-2022,GERMANY,PHONE,343
18-04-2022,GERMANY,TAB,621
19-04-2022,GERMANY,SPEAKERS,804
19-04-2022,US,TAB,832
19-04-2022,US,TV,992
20-04-2022,UK,TV,587
20-04-2022,UK,TV,474
21-04-2022,GERMANY,TV,149
21-04-2022,UK,TAB,83
21-04-2022,UK,PHONE,361
21-04-2022,US,TV,1000
22-04-2022,GERMANY,SPEAKERS,610
22-04-2022,UK,SPEAKERS,673
23-04-2022,GERMANY,TV,455
23-04-2022,UK,TV,596
23-04-2022,GERMANY,SPEAKERS,56
24-04-2022,UK,PHONE,820
25-04-2022,INDIA,IPHONE,600
25-04-2022,INDIA,TAB,127
25-04-2022,INDIA,TAB,899
25-04-2022,INDIA,TAB,632
26-04-2022,INDIA,PHONE,341
26-04-2022,INDIA,PHONE,818
26-04-2022,UK,PHONE,241
26-04-2022,UK,SPEAKERS,621
27-04-2022,GERMANY,TV,702
28-04-2022,US,IPHONE,587
28-04-2022,US,SPEAKERS,274
28-04-2022,UK,PHONE,997
28-04-2022,GERMANY,TAB,619
28-04-2022,UK,PHONE,304
29-04-2022,GERMANY,SPEAKERS,654
29-04-2022,GERMANY,TAB,667
30-04-2022,US,TV,574
30-04-2022,US,PHONE,15
01-05-2022,US,TV,162
01-05-2022,US,TAB,531
02-05-2022,US,TV,180
03-05-2022,UK,PHONE,249
03-05-2022,US,PHONE,602
04-05-2022,GERMANY,TV,333
04-05-2022,UK,TAB,814
04-05-2022,UK,TAB,429
05-05-2022,GERMANY,TAB,345
05-05-2022,GERMANY,PHONE,962
05-05-2022,GERMANY,SPEAKERS,822
07-05-2022,UK,TAB,111
07-05-2022,GERMANY,IPHONE,310
08-05-2022,GERMANY,TV,291
08-05-2022,US,IPHONE,711
08-05-2022,UK,PHONE,659
08-05-2022,US,IPHONE,501
08-05-2022,UK,SPEAKERS,287
09-05-2022,INDIA,PHONE,1200
09-05-2022,INDIA,TAB,381
09-05-2022,INDIA,TV,9
10-05-2022,INDIA,TV,81
10-05-2022,US,TV,673
10-05-2022,INDIA,IPHONE,844
10-05-2022,GERMANY,TV,244
10-05-2022,GERMANY,SPEAKERS,624
11-05-2022,INDIA,PHONE,265
11-05-2022,US,IPHONE,15
11-05-2022,US,TAB,434
11-05-2022,UK,SPEAKERS,200
12-05-2022,US,PHONE,542
12-05-2022,INDIA,IPHONE,853
12-05-2022,UK,PHONE,314
12-05-2022,GERMANY,PHONE,787
13-05-2022,US,TV,652
13-05-2022,US,IPHONE,558
13-05-2022,GERMANY,TAB,144
14-05-2022,INDIA,PHONE,437
14-05-2022,INDIA,TV,311
15-05-2022,US,PHONE,40
15-05-2022,UK,IPHONE,364
17-05-2022,GERMANY,SPEAKERS,286
17-05-2022,US,SPEAKERS,213
17-05-2022,GERMANY,IPHONE,507
17-05-2022,GERMANY,SPEAKERS,549
18-05-2022,UK,PHONE,364
19-05-2022,US,PHONE,656
19-05-2022,INDIA,PHONE,915
20-05-2022,GERMANY,PHONE,361
20-05-2022,US,PHONE,180
21-05-2022,US,IPHONE,966
21-05-2022,US,TAB,110
22-05-2022,INDIA,TAB,383
24-05-2022,US,TAB,262
25-05-2022,UK,IPHONE,147
25-05-2022,US,SPEAKERS,515
25-05-2022,INDIA,TV,187
26-05-2022,UK,TAB,513
26-05-2022,GERMANY,IPHONE,53
26-05-2022,US,PHONE,521
27-05-2022,US,PHONE,525
27-05-2022,INDIA,TV,210
27-05-2022,US,SPEAKERS,537
27-05-2022,INDIA,TV,827
27-05-2022,US,TAB,893
27-05-2022,INDIA,IPHONE,10
28-05-2022,UK,IPHONE,483
29-05-2022,UK,TV,707
29-05-2022,INDIA,TAB,178
30-05-2022,UK,SPEAKERS,55
30-05-2022,US,TV,897
30-05-2022,INDIA,SPEAKERS,446
30-05-2022,US,SPEAKERS,558
31-05-2022,US,SPEAKERS,427
31-05-2022,GERMANY,SPEAKERS,447
31-05-2022,UK,SPEAKERS,79
31-05-2022,INDIA,SPEAKERS,442
31-05-2022,UK,IPHONE,1239
01-06-2022,US,TAB,318
01-06-2022,UK,IPHONE,490
02-06-2022,INDIA,TAB,658
02-06-2022,US,TAB,206
04-06-2022,INDIA,TAB,123
04-06-2022,US,TV,228
04-06-2022,UK,TV,887
05-06-2022,US,TAB,282
05-06-2022,INDIA,IPHONE,6
05-06-2022,INDIA,SPEAKERS,187
06-06-2022,GERMANY,PHONE,306
06-06-2022,INDIA,TV,665
06-06-2022,UK,SPEAKERS,303
06-06-2022,US,TAB,505
07-06-2022,INDIA,PHONE,230
07-06-2022,UK,TAB,391
08-06-2022,GERMANY,IPHONE,533
08-06-2022,UK,TAB,992
09-06-2022,INDIA,PHONE,375
09-06-2022,INDIA,IPHONE,684
09-06-2022,GERMANY,TV,508
10-06-2022,INDIA,PHONE,698
10-06-2022,GERMANY,SPEAKERS,225
10-06-2022,GERMANY,TAB,242
10-06-2022,INDIA,PHONE,810
10-06-2022,GERMANY,TV,604
10-06-2022,INDIA,TV,469
11-06-2022,US,TAB,758
11-06-2022,INDIA,TV,247
12-06-2022,GERMANY,TAB,748
13-06-2022,GERMANY,TV,8
13-06-2022,UK,TV,433
13-06-2022,GERMANY,TAB,14
14-06-2022,INDIA,IPHONE,579
15-06-2022,UK,SPEAKERS,422
15-06-2022,US,TV,266
15-06-2022,UK,PHONE,572
15-06-2022,GERMANY,TV,163
15-06-2022,GERMANY,PHONE,827
16-06-2022,INDIA,SPEAKERS,187
16-06-2022,UK,TV,642
16-06-2022,GERMANY,TV,48
16-06-2022,US,SPEAKERS,540
16-06-2022,GERMANY,PHONE,810
17-06-2022,UK,TAB,861
17-06-2022,INDIA,TV,629
17-06-2022,UK,PHONE,441
17-06-2022,UK,SPEAKERS,568
17-06-2022,US,SPEAKERS,693
17-06-2022,GERMANY,IPHONE,809
19-06-2022,UK,PHONE,551
19-06-2022,GERMANY,IPHONE,159
20-06-2022,INDIA,SPEAKERS,224
20-06-2022,UK,TAB,537
20-06-2022,US,SPEAKERS,315
20-06-2022,UK,TAB,125
21-06-2022,US,IPHONE,289
21-06-2022,INDIA,PHONE,424
22-06-2022,UK,PHONE,761
22-06-2022,US,PHONE,647
22-06-2022,GERMANY,TV,279
23-06-2022,UK,TAB,404
23-06-2022,GERMANY,TV,864
23-06-2022,GERMANY,SPEAKERS,949
23-06-2022,GERMANY,TAB,439
24-06-2022,UK,IPHONE,67
24-06-2022,US,PHONE,752
24-06-2022,INDIA,SPEAKERS,181
24-06-2022,UK,PHONE,927
24-06-2022,US,TAB,349
25-06-2022,GERMANY,PHONE,395
25-06-2022,INDIA,PHONE,383
27-06-2022,UK,PHONE,692
28-06-2022,UK,SPEAKERS,705
28-06-2022,GERMANY,TAB,80
28-06-2022,GERMANY,TAB,414
28-06-2022,US,TV,410
29-06-2022,INDIA,PHONE,250
29-06-2022,UK,IPHONE,452
29-06-2022,US,SPEAKERS,491
29-06-2022,GERMANY,TAB,900
29-06-2022,GERMANY,TV,886
30-06-2022,UK,TV,2
30-06-2022,GERMANY,PHONE,560
30-06-2022,UK,IPHONE,779
30-06-2022,UK,TV,603
01-07-2022,UK,PHONE,534
01-07-2022,INDIA,SPEAKERS,626
01-07-2022,INDIA,TV,967
01-07-2022,INDIA,PHONE,651
02-07-2022,GERMANY,PHONE,182
02-07-2022,GERMANY,TAB,926
02-07-2022,UK,TAB,493
03-07-2022,US,IPHONE,592
04-07-2022,US,TV,496
04-07-2022,GERMANY,TV,296
04-07-2022,INDIA,PHONE,930
04-07-2022,INDIA,SPEAKERS,957
04-07-2022,UK,PHONE,185
05-07-2022,US,IPHONE,842
05-07-2022,GERMANY,TAB,558
05-07-2022,UK,PHONE,367
06-07-2022,INDIA,PHONE,191
06-07-2022,GERMANY,PHONE,179
06-07-2022,INDIA,SPEAKERS,629
06-07-2022,US,TV,997
08-07-2022,US,TV,71
08-07-2022,GERMANY,IPHONE,114
09-07-2022,US,PHONE,643
09-07-2022,UK,PHONE,113
09-07-2022,GERMANY,IPHONE,233
09-07-2022,GERMANY,TV,609
10-07-2022,UK,IPHONE,661
11-07-2022,INDIA,PHONE,376
11-07-2022,UK,TV,298
11-07-2022,UK,TAB,947
11-07-2022,US,TV,451
11-07-2022,US,TAB,462
11-07-2022,UK,PHONE,627
12-07-2022,US,SPEAKERS,926
12-07-2022,US,IPHONE,641
12-07-2022,UK,IPHONE,586
12-07-2022,INDIA,TAB,307
13-07-2022,US,IPHONE,997
13-07-2022,INDIA,PHONE,47
14-07-2022,US,SPEAKERS,410
14-07-2022,UK,TAB,836
14-07-2022,US,TV,210
14-07-2022,INDIA,IPHONE,163
15-07-2022,US,IPHONE,582
15-07-2022,INDIA,IPHONE,62
15-07-2022,GERMANY,PHONE,146
16-07-2022,INDIA,IPHONE,364
16-07-2022,US,TV,727
17-07-2022,UK,TV,25
17-07-2022,GERMANY,TAB,19
17-07-2022,INDIA,SPEAKERS,766
18-07-2022,GERMANY,TAB,822
18-07-2022,US,TV,156
18-07-2022,UK,IPHONE,379
18-07-2022,GERMANY,TAB,806
18-07-2022,UK,TAB,6
18-07-2022,UK,PHONE,468
18-07-2022,US,TAB,635
19-07-2022,GERMANY,TAB,573
19-07-2022,US,TAB,913
20-07-2022,US,SPEAKERS,704
20-07-2022,GERMANY,TAB,884
20-07-2022,US,TV,842
21-07-2022,US,TV,818
21-07-2022,INDIA,TV,536
21-07-2022,UK,PHONE,217
21-07-2022,UK,IPHONE,794
22-07-2022,US,TAB,208
22-07-2022,GERMANY,IPHONE,653
22-07-2022,UK,TAB,402
23-07-2022,US,PHONE,725
23-07-2022,UK,TV,160
24-07-2022,US,PHONE,823
24-07-2022,UK,TAB,842
25-07-2022,INDIA,SPEAKERS,162
25-07-2022,UK,TV,30
25-07-2022,US,IPHONE,112
26-07-2022,GERMANY,TAB,2257
26-07-2022,US,TV,334
27-07-2022,US,SPEAKERS,952
27-07-2022,US,SPEAKERS,182
27-07-2022,INDIA,TV,871
27-07-2022,UK,TAB,510
28-07-2022,INDIA,PHONE,297
28-07-2022,UK,SPEAKERS,655
29-07-2022,US,PHONE,526
30-07-2022,INDIA,SPEAKERS,228
30-07-2022,UK,TAB,555
31-07-2022,US,TV,345
31-07-2022,INDIA,IPHONE,197
31-07-2022,UK,TV,573
31-07-2022,UK,IPHONE,643
31-07-2022,GERMANY,SPEAKERS,964
31-07-2022,GERMANY,TAB,613
01-08-2022,US,SPEAKERS,271
02-08-2022,US,IPHONE,601
02-08-2022,UK,PHONE,333
03-08-2022,US,TV,1748
03-08-2022,UK,TV,406
04-08-2022,UK,SPEAKERS,820
04-08-2022,UK,TAB,840
04-08-2022,INDIA,SPEAKERS,408
04-08-2022,UK,IPHONE,790
04-08-2022,US,PHONE,947
04-08-2022,US,TV,426
05-08-2022,UK,TAB,260
05-08-2022,INDIA,PHONE,260
05-08-2022,UK,TV,282
06-08-2022,UK,SPEAKERS,703
07-08-2022,US,TAB,643
07-08-2022,GERMANY,TV,148
07-08-2022,INDIA,IPHONE,442
07-08-2022,US,PHONE,838
08-08-2022,UK,SPEAKERS,468
09-08-2022,US,SPEAKERS,778
09-08-2022,GERMANY,TAB,946
09-08-2022,UK,TAB,501
09-08-2022,INDIA,PHONE,485
10-08-2022,INDIA,TAB,261
10-08-2022,INDIA,SPEAKERS,108
10-08-2022,UK,TV,31
11-08-2022,UK,IPHONE,376
11-08-2022,INDIA,IPHONE,877
12-08-2022,GERMANY,PHONE,10
12-08-2022,GERMANY,TV,530
13-08-2022,US,IPHONE,443
13-08-2022,INDIA,SPEAKERS,227
13-08-2022,UK,IPHONE,865
13-08-2022,UK,SPEAKERS,469
13-08-2022,INDIA,PHONE,429
14-08-2022,GERMANY,TV,989
14-08-2022,GERMANY,TAB,534
14-08-2022,INDIA,SPEAKERS,706
14-08-2022,US,SPEAKERS,979
15-08-2022,GERMANY,SPEAKERS,179
15-08-2022,INDIA,TAB,556
15-08-2022,UK,IPHONE,96
16-08-2022,INDIA,TAB,963
16-08-2022,INDIA,TAB,144
16-08-2022,GERMANY,TV,97
17-08-2022,UK,TAB,447
17-08-2022,UK,IPHONE,823
17-08-2022,US,IPHONE,850
18-08-2022,GERMANY,IPHONE,508
21-08-2022,GERMANY,PHONE,432
21-08-2022,US,PHONE,275
21-08-2022,US,PHONE,169
21-08-2022,US,IPHONE,632
21-08-2022,GERMANY,TAB,558
21-08-2022,GERMANY,TV,86
21-08-2022,UK,TV,348
22-08-2022,GERMANY,TAB,789
22-08-2022,US,SPEAKERS,93
23-08-2022,GERMANY,IPHONE,635
23-08-2022,US,PHONE,162
23-08-2022,UK,TV,997
24-08-2022,INDIA,IPHONE,407
24-08-2022,INDIA,TV,859
24-08-2022,INDIA,TAB,197
24-08-2022,GERMANY,TV,560
25-08-2022,UK,TAB,55
25-08-2022,INDIA,TV,158
25-08-2022,INDIA,TAB,711
25-08-2022,US,PHONE,295
26-08-2022,US,TAB,108
26-08-2022,GERMANY,PHONE,423
26-08-2022,US,TAB,637
26-08-2022,INDIA,TV,135
27-08-2022,US,IPHONE,147
27-08-2022,US,SPEAKERS,503
28-08-2022,UK,TV,321
30-08-2022,UK,PHONE,464
30-08-2022,GERMANY,IPHONE,94
30-08-2022,US,PHONE,76
31-08-2022,INDIA,PHONE,747
31-08-2022,UK,SPEAKERS,106
31-08-2022,GERMANY,PHONE,512
01-09-2022,GERMANY,SPEAKERS,515
01-09-2022,UK,PHONE,172
01-09-2022,GERMANY,TV,103
01-09-2022,UK,TV,908
01-09-2022,GERMANY,SPEAKERS,648
02-09-2022,US,PHONE,63
02-09-2022,INDIA,PHONE,100
02-09-2022,US,TV,838
03-09-2022,INDIA,TAB,540
04-09-2022,GERMANY,SPEAKERS,8
04-09-2022,UK,TAB,220
04-09-2022,GERMANY,SPEAKERS,722
06-09-2022,INDIA,TV,325
06-09-2022,US,TV,482
06-09-2022,INDIA,IPHONE,952
06-09-2022,GERMANY,IPHONE,882
06-09-2022,INDIA,TAB,684
07-09-2022,US,TV,172
07-09-2022,US,TAB,421
07-09-2022,US,TV,422
08-09-2022,GERMANY,TV,831
08-09-2022,INDIA,SPEAKERS,4
08-09-2022,GERMANY,SPEAKERS,445
08-09-2022,US,PHONE,175
09-09-2022,UK,TAB,357
09-09-2022,INDIA,TAB,892
09-09-2022,US,IPHONE,137
09-09-2022,INDIA,PHONE,925
09-09-2022,US,IPHONE,488
10-09-2022,US,IPHONE,565
11-09-2022,UK,SPEAKERS,646
12-09-2022,US,TAB,507
12-09-2022,UK,PHONE,748
12-09-2022,INDIA,SPEAKERS,312
13-09-2022,GERMANY,PHONE,287
13-09-2022,INDIA,TV,841
13-09-2022,US,SPEAKERS,303
13-09-2022,INDIA,TV,32
13-09-2022,GERMANY,TV,717
14-09-2022,INDIA,SPEAKERS,730
15-09-2022,UK,SPEAKERS,283
15-09-2022,INDIA,SPEAKERS,995
16-09-2022,UK,TV,100
16-09-2022,UK,IPHONE,366
16-09-2022,INDIA,IPHONE,270
17-09-2022,GERMANY,TV,992
17-09-2022,US,SPEAKERS,627
18-09-2022,US,SPEAKERS,418
18-09-2022,INDIA,TAB,820
19-09-2022,UK,SPEAKERS,125
19-09-2022,US,IPHONE,606
20-09-2022,GERMANY,SPEAKERS,179
20-09-2022,UK,PHONE,372
20-09-2022,UK,IPHONE,125
20-09-2022,US,PHONE,830
20-09-2022,INDIA,IPHONE,924
21-09-2022,GERMANY,IPHONE,565
23-09-2022,INDIA,SPEAKERS,31
24-09-2022,GERMANY,TV,810
25-09-2022,US,SPEAKERS,111
25-09-2022,INDIA,SPEAKERS,73
26-09-2022,INDIA,SPEAKERS,668
26-09-2022,INDIA,IPHONE,799
26-09-2022,UK,IPHONE,1239
27-09-2022,GERMANY,IPHONE,972
27-09-2022,GERMANY,PHONE,42
29-09-2022,GERMANY,TAB,835
29-09-2022,GERMANY,IPHONE,800
29-09-2022,INDIA,TAB,942
30-09-2022,INDIA,TV,596
30-09-2022,GERMANY,SPEAKERS,907
30-09-2022,UK,TAB,856
30-09-2022,US,PHONE,542
01-10-2022,INDIA,PHONE,105
01-10-2022,GERMANY,IPHONE,220
01-10-2022,US,PHONE,834
02-10-2022,GERMANY,SPEAKERS,952
02-10-2022,GERMANY,PHONE,933
03-10-2022,US,TV,580
03-10-2022,GERMANY,TV,178
03-10-2022,US,TV,146
04-10-2022,INDIA,TV,381
04-10-2022,UK,IPHONE,843
05-10-2022,GERMANY,TV,804
05-10-2022,US,SPEAKERS,15
05-10-2022,UK,IPHONE,4
05-10-2022,GERMANY,TAB,239
05-10-2022,INDIA,TAB,590
05-10-2022,GERMANY,SPEAKERS,495
06-10-2022,US,TAB,326
07-10-2022,INDIA,SPEAKERS,636
07-10-2022,GERMANY,TV,181
07-10-2022,INDIA,PHONE,503
07-10-2022,US,TV,368
09-10-2022,US,PHONE,404
10-10-2022,UK,TAB,902
11-10-2022,INDIA,PHONE,12
11-10-2022,INDIA,TV,288
11-10-2022,UK,TV,620
12-10-2022,GERMANY,PHONE,23
12-10-2022,GERMANY,TV,667
12-10-2022,US,IPHONE,953
12-10-2022,GERMANY,SPEAKERS,633
12-10-2022,GERMANY,PHONE,502
13-10-2022,GERMANY,IPHONE,71
13-10-2022,INDIA,SPEAKERS,419
13-10-2022,US,TAB,686
15-10-2022,INDIA,SPEAKERS,535
15-10-2022,US,PHONE,898
15-10-2022,UK,TV,216
15-10-2022,UK,PHONE,849
15-10-2022,US,TV,345
